Número de correlativo;Año;Tipo de Carne;Mes;Departamento;Municipio;Clase;Sexo (subclase);Número de cabezas;Peso total en libras;Peso total del número de cabezas (quintales);Peso vivo promedio (peso de cada cabeza);Carne y hueso;Sebo;Total;Vísceras;Cuero;Sangre;Desperdicio
4704;2022;1;9;1;102;2;9;1022;213621;2,136;2.09;1,240;572;1,812;168;0;60;96
4705;2022;1;8;2;202;1;5;2;1906;19;9.53;10;1;10;3;2;1;0
4706;2022;1;9;2;202;1;5;2;1906;19;9.53;10;1;10;3;2;1;0
4707;2022;1;10;2;202;1;5;2;1906;19;9.53;10;1;10;3;2;1;0
4708;2022;1;11;2;202;1;5;2;1906;19;9.53;10;1;10;3;2;1;0
4709;2022;1;12;2;202;1;5;2;1906;19;9.53;10;1;10;3;2;1;0
4710;2022;1;9;4;401;1;1;98;64680;647;6.60;323;29;352;81;51;32;6
4711;2022;1;9;4;402;1;2;92;46736;467;5.08;229;21;251;61;33;23;2
4712;2022;1;9;4;401;1;5;54;27270;273;5.05;136;12;148;38;22;14;3
4713;2022;1;9;4;403;1;1;43;25800;258;6.00;129;12;140;32;20;13;3
4714;2022;1;9;4;403;1;2;24;9600;96;4.00;47;4;51;12;7;5;0
4715;2022;1;9;4;403;1;5;43;21500;215;5.00;107;10;117;30;17;11;2
4716;2022;1;9;4;403;1;6;26;7800;78;3.00;39;3;42;11;6;4;1
4717;2022;1;9;4;406;1;1;75;49500;495;6.60;247;22;269;62;39;25;5
4718;2022;1;9;4;406;1;2;55;22000;220;4.00;108;10;118;29;16;11;1
4719;2022;1;9;4;406;1;3;30;20850;209;6.95;103;9;111;27;16;10;2
4720;2022;1;9;4;406;1;5;15;7500;75;5.00;37;3;41;11;6;4;1
4721;2022;1;9;4;406;1;6;28;10500;105;3.75;52;5;57;15;8;5;1
4722;2022;1;9;4;407;1;5;24;10800;108;4.50;54;5;59;15;9;5;1
4723;2022;1;9;4;412;1;1;19;17100;171;9.00;85;8;93;21;14;9;2
4724;2022;1;9;4;412;1;2;1;900;9;9.00;4;0;5;1;1;0;0
4725;2022;1;9;4;412;1;5;57;45600;456;8.00;228;20;248;64;36;23;5
4726;2022;1;9;4;412;2;8;13;1625;16;1.25;9;4;14;1;0;0;1
4727;2022;1;9;4;413;2;9;12;1140;11;0.95;7;3;10;1;0;0;1
4728;2022;1;8;4;403;1;1;25;15000;150;6.00;75;7;82;19;12;7;2
4729;2022;1;8;4;403;1;2;26;10400;104;4.00;51;5;56;13;7;5;1
4730;2022;1;8;4;403;1;5;54;27000;270;5.00;135;12;147;38;21;13;3
4731;2022;1;8;4;403;1;6;29;22533;225;7.77;112;10;122;32;18;11;2
4732;2022;1;8;4;406;1;1;75;49500;495;6.60;247;22;269;62;39;25;5
4733;2022;1;8;4;406;1;2;60;24000;240;4.00;118;11;129;31;17;12;1
4734;2022;1;8;4;406;1;3;25;17375;174;6.95;86;7;93;22;13;9;2
4735;2022;1;8;4;406;1;5;30;15000;150;5.00;75;7;82;21;12;7;2
4736;2022;1;8;4;406;1;6;14;5250;53;3.75;26;2;29;7;4;3;1
4737;2022;1;8;4;407;1;5;25;11250;113;4.50;56;5;61;16;9;6;1
4738;2022;1;8;4;412;1;1;24;15840;158;6.60;79;7;86;20;13;8;2
4739;2022;1;8;4;412;1;2;10;5000;50;5.00;25;2;27;6;4;3;0
4740;2022;1;8;4;413;1;4;9;3150;32;3.50;17;2;19;4;2;1;0
4741;2022;1;8;4;412;1;5;52;26000;260;5.00;130;12;141;36;21;13;3
4742;2022;1;8;4;412;1;6;2;1554;16;7.77;8;1;8;2;1;1;0
4743;2022;1;8;4;412;2;8;50;6250;63;1.25;36;17;53;5;0;2;3
4744;2022;1;8;4;412;2;9;26;2470;25;0.95;14;7;21;2;0;1;1
4745;2022;1;8;4;401;1;1;75;49500;495;6.60;247;22;269;62;39;25;5
4746;2022;1;8;4;401;1;2;87;44718;447;5.14;220;20;240;58;32;22;2
4747;2022;1;8;4;401;1;5;87;44892;449;5.16;224;20;244;63;36;22;4
4748;2022;1;10;4;401;1;1;91;60060;601;6.60;300;27;326;75;48;30;6
4749;2022;1;10;4;401;1;2;80;41120;411;5.14;202;19;220;53;29;21;2
4750;2022;1;10;4;401;1;5;94;47752;478;5.08;238;21;260;67;38;24;5
4751;2022;1;10;4;403;1;1;35;21000;210;6.00;105;9;114;26;17;10;2
4752;2022;1;10;4;403;1;2;25;10000;100;4.00;49;5;54;13;7;5;1
4753;2022;1;10;4;403;1;5;58;29000;290;5.00;145;13;158;41;23;14;3
4754;2022;1;10;4;403;1;6;26;7800;78;3.00;39;3;42;11;6;4;1
4755;2022;1;10;4;406;1;1;62;40920;409;6.60;204;18;222;51;32;20;4
4756;2022;1;10;4;406;1;2;53;21200;212;4.00;104;10;114;27;15;11;1
4757;2022;1;10;4;406;1;3;28;19460;195;6.95;96;8;104;25;15;10;2
4758;2022;1;10;4;406;1;5;16;8000;80;5.00;40;4;43;11;6;4;1
4759;2022;1;10;4;406;1;6;12;4500;45;3.75;22;2;24;6;4;2;0
4760;2022;1;10;4;407;1;5;25;11250;113;4.50;56;5;61;16;9;6;1
4761;2022;1;10;4;412;1;1;8;4500;45;5.63;22;2;24;6;4;2;0
4762;2022;1;10;4;412;1;2;4;2000;20;5.00;10;1;11;3;1;1;0
4763;2022;1;10;4;412;1;5;61;30000;300;4.92;150;13;163;42;24;15;3
4764;2022;1;10;4;412;2;8;32;4000;40;1.25;23;11;34;3;0;1;2
4765;2022;1;10;4;412;2;9;30;2800;28;0.93;16;7;24;2;0;1;1
4766;2022;1;11;4;401;1;1;72;47520;475;6.60;237;21;258;59;38;24;5
4767;2022;1;11;4;401;1;2;81;41472;415;5.12;204;19;222;54;30;21;2
4768;2022;1;11;4;401;1;5;107;54463;545;5.09;272;24;296;76;43;27;5
4769;2022;1;11;4;403;1;1;39;23400;234;6.00;117;10;127;29;19;12;2
4770;2022;1;11;4;403;1;2;22;8800;88;4.00;43;4;47;11;6;4;0
4771;2022;1;11;4;403;1;5;61;30500;305;5.00;152;14;166;43;24;15;3
4772;2022;1;11;4;403;1;6;22;6600;66;3.00;33;3;36;9;5;3;1
4773;2022;1;11;4;406;1;1;69;45540;455;6.60;227;20;248;57;36;23;5
4774;2022;1;11;4;406;1;2;43;17200;172;4.00;84;8;92;22;12;9;1
4775;2022;1;11;4;406;1;3;53;36835;368;6.95;181;15;197;47;28;18;4
4776;2022;1;11;4;406;1;5;29;14500;145;5.00;72;6;79;20;12;7;1
4777;2022;1;11;4;406;1;6;22;8250;83;3.75;41;4;45;12;7;4;1
4778;2022;1;11;4;407;1;5;28;12600;126;4.50;63;6;68;18;10;6;1
4779;2022;1;11;4;412;1;1;24;15840;158;6.60;79;7;86;20;13;8;2
4780;2022;1;11;4;412;1;2;2;1000;10;5.00;5;0;5;1;1;1;0
4781;2022;1;11;4;412;1;4;1;350;4;3.50;2;0;2;0;0;0;0
4782;2022;1;11;4;412;1;5;44;22000;220;5.00;110;10;120;31;17;11;2
4783;2022;1;11;4;412;2;8;20;2500;25;1.25;15;7;21;2;0;1;1
4784;2022;1;11;4;412;2;9;18;1710;17;0.95;10;5;15;1;0;0;1
4785;2022;1;12;4;401;1;1;84;55440;554;6.60;277;25;301;69;44;28;6
4786;2022;1;12;4;401;1;2;111;57054;571;5.14;280;26;306;74;41;29;3
4787;2022;1;12;4;401;1;5;113;57743;577;5.11;288;26;314;81;46;29;6
4788;2022;1;12;4;403;1;1;38;22800;228;6.00;114;10;124;28;18;11;2
4789;2022;1;12;4;403;1;2;29;11600;116;4.00;57;5;62;15;8;6;1
4790;2022;1;12;4;403;1;5;56;28000;280;5.00;140;12;152;39;22;14;3
4791;2022;1;12;4;403;1;6;30;9000;90;3.00;45;4;49;13;7;4;1
4792;2022;1;12;4;406;1;1;58;38280;383;6.60;191;17;208;48;30;19;4
4793;2022;1;12;4;406;1;2;46;18400;184;4.00;90;8;99;24;13;9;1
4794;2022;1;12;4;406;1;3;33;22935;229;6.95;113;10;123;29;17;11;2
4795;2022;1;12;4;406;1;5;15;7500;75;5.00;37;3;41;11;6;4;1
4796;2022;1;12;4;406;1;6;11;4125;41;3.75;21;2;22;6;3;2;0
4797;2022;1;12;4;407;1;5;30;13500;135;4.50;67;6;73;19;11;7;1
4798;2022;1;12;4;412;1;1;24;15840;158;6.60;79;7;86;20;13;8;2
4799;2022;1;12;4;412;1;2;2;1000;10;5.00;5;0;5;1;1;1;0
4800;2022;1;12;4;412;1;4;1;350;4;3.50;2;0;2;0;0;0;0
4801;2022;1;12;4;412;1;5;44;22000;220;5.00;110;10;120;31;17;11;2
4802;2022;1;12;4;412;2;8;20;2500;25;1.25;15;7;21;2;0;1;1
4803;2022;1;12;4;412;2;9;18;1710;17;0.95;10;5;15;1;0;0;1
4804;2022;1;8;5;502;1;1;85;79560;796;9.36;397;35;432;99;63;40;8
4805;2022;1;8;5;502;1;2;80;60880;609;7.61;299;27;326;79;43;30;3
4806;2022;1;8;5;502;1;3;70;70000;700;10.00;345;29;374;90;52;35;7
4807;2022;1;8;5;502;1;5;65;50960;510;7.84;254;23;277;71;40;25;5
4808;2022;1;8;5;502;1;6;77;48818;488;6.34;244;22;265;68;39;24;5
4809;2022;1;8;5;506;1;1;81;75816;758;9.36;378;34;412;95;60;38;8
4810;2022;1;8;5;506;1;2;75;57075;571;7.61;280;26;306;74;41;29;3
4811;2022;1;8;5;506;1;5;85;66640;666;7.84;332;30;362;93;53;33;7
4812;2022;1;8;5;506;1;6;72;45648;456;6.34;228;20;248;64;36;23;5
4813;2022;1;8;5;507;1;5;117;91728;917;7.84;458;41;499;128;73;46;9
4814;2022;1;8;5;509;1;1;4;4000;40;10.00;20;2;22;5;3;2;0
4815;2022;1;8;5;509;1;2;40;30440;304;7.61;149;14;163;39;22;15;2
4816;2022;1;8;5;509;1;5;45;35280;353;7.84;176;16;192;49;28;18;4
4817;2022;1;8;5;509;1;6;30;19020;190;6.34;95;8;103;27;15;10;2
4818;2022;1;8;5;513;1;1;80;74880;749;9.36;374;33;407;93;59;37;7
4819;2022;1;8;5;513;1;2;75;57075;571;7.61;280;26;306;74;41;29;3
4820;2022;1;8;5;513;1;5;70;37660;377;5.38;188;17;205;53;30;19;4
4821;2022;1;8;5;513;1;6;70;44380;444;6.34;221;20;241;62;35;22;4
4822;2022;1;9;5;502;1;1;72;67392;674;9.36;336;30;366;84;53;34;7
4823;2022;1;9;5;502;1;2;68;51748;517;7.61;254;23;277;67;37;26;3
4824;2022;1;9;5;502;1;3;70;70000;700;10.00;345;29;374;90;52;35;7
4825;2022;1;9;5;502;1;5;75;58800;588;7.84;293;26;320;82;47;29;6
4826;2022;1;9;5;502;1;6;73;46282;463;6.34;231;21;252;65;37;23;5
4827;2022;1;9;5;506;1;1;79;73944;739;9.36;369;33;402;92;59;37;7
4828;2022;1;9;5;506;1;2;80;60880;609;7.61;299;27;326;79;43;30;3
4829;2022;1;9;5;506;1;5;78;61152;612;7.84;305;27;332;86;49;31;6
4830;2022;1;9;5;506;1;6;80;50720;507;6.34;253;23;276;71;40;25;5
4831;2022;1;9;5;507;1;5;133;104272;1,043;7.84;520;46;567;146;83;52;10
4832;2022;1;9;5;509;1;1;4;4000;40;10.00;20;2;22;5;3;2;0
4833;2022;1;9;5;509;1;2;45;34245;342;7.61;168;15;184;44;24;17;2
4834;2022;1;9;5;509;1;5;50;39200;392;7.84;196;17;213;55;31;20;4
4835;2022;1;9;5;509;1;6;47;29798;298;6.34;149;13;162;42;24;15;3
4836;2022;1;9;5;513;1;1;95;88920;889;9.36;444;40;483;111;71;44;9
4837;2022;1;9;5;513;1;2;80;60880;609;7.61;299;27;326;79;43;30;3
4838;2022;1;9;5;513;1;5;85;45730;457;5.38;228;20;249;64;36;23;5
4839;2022;1;9;5;513;1;6;80;50720;507;6.34;253;23;276;71;40;25;5
4840;2022;1;10;5;502;1;1;65;60840;608;9.36;304;27;331;76;48;30;6
4841;2022;1;10;5;502;1;2;70;53270;533;7.61;262;24;286;69;38;27;3
4842;2022;1;10;5;502;1;3;60;60000;600;10.00;296;25;321;77;45;30;6
4843;2022;1;10;5;502;1;5;82;64288;643;7.84;321;29;349;90;51;32;6
4844;2022;1;10;5;502;1;6;70;44380;444;6.34;221;20;241;62;35;22;4
4845;2022;1;10;5;506;1;1;88;82368;824;9.36;411;37;448;103;65;41;8
4846;2022;1;10;5;506;1;2;71;54031;540;7.61;265;24;290;70;38;27;3
4847;2022;1;10;5;506;1;5;65;50960;510;7.84;254;23;277;71;40;25;5
4848;2022;1;10;5;506;1;6;70;44380;444;6.34;221;20;241;62;35;22;4
4849;2022;1;10;5;507;1;5;104;81536;815;7.84;407;36;443;114;65;41;8
4850;2022;1;10;5;509;1;1;3;3000;30;10.00;15;1;16;4;2;1;0
4851;2022;1;10;5;509;1;2;40;30440;304;7.61;149;14;163;39;22;15;2
4852;2022;1;10;5;509;1;5;45;35280;353;7.84;176;16;192;49;28;18;4
4853;2022;1;10;5;509;1;6;42;26628;266;6.34;133;12;145;37;21;13;3
4854;2022;1;10;5;513;1;1;70;65520;655;9.36;327;29;356;82;52;33;7
4855;2022;1;10;5;513;1;2;60;45660;457;7.61;224;21;245;59;33;23;2
4856;2022;1;10;5;513;1;5;65;34970;350;5.38;174;16;190;49;28;17;3
4857;2022;1;10;5;513;1;6;70;44380;444;6.34;221;20;241;62;35;22;4
4858;2022;1;11;5;502;1;1;69;64584;646;9.36;322;29;351;81;51;32;6
4859;2022;1;11;5;502;1;2;75;57075;571;7.61;280;26;306;74;41;29;3
4860;2022;1;11;5;502;1;3;65;65000;650;10.00;320;27;347;83;49;32;7
4861;2022;1;11;5;502;1;5;70;54880;549;7.84;274;24;298;77;44;27;5
4862;2022;1;11;5;502;1;6;79;50086;501;6.34;250;22;272;70;40;25;5
4863;2022;1;11;5;506;1;1;70;65520;655;9.36;327;29;356;82;52;33;7
4864;2022;1;11;5;506;1;2;75;57075;571;7.61;280;26;306;74;41;29;3
4865;2022;1;11;5;506;1;5;60;47040;470;7.84;235;21;256;66;37;24;5
4866;2022;1;11;5;506;1;6;78;49452;495;6.34;247;22;269;69;39;25;5
4867;2022;1;11;5;507;1;5;118;92512;925;7.84;462;41;503;130;73;46;9
4868;2022;1;11;5;509;1;1;3;3000;30;10.00;15;1;16;4;2;1;0
4869;2022;1;11;5;509;1;2;40;30440;304;7.61;149;14;163;39;22;15;2
4870;2022;1;11;5;509;1;5;42;32928;329;7.84;164;15;179;46;26;16;3
4871;2022;1;11;5;509;1;6;50;31700;317;6.34;158;14;172;44;25;16;3
4872;2022;1;11;5;513;1;1;56;52416;524;9.36;262;23;285;65;42;26;5
4873;2022;1;11;5;513;1;2;80;60880;609;7.61;299;27;326;79;43;30;3
4874;2022;1;11;5;513;1;5;50;26900;269;5.38;134;12;146;38;21;13;3
4875;2022;1;11;5;513;1;6;75;47550;476;6.34;237;21;258;67;38;24;5
4876;2022;1;12;5;502;1;1;71;66456;665;9.36;332;30;361;83;53;33;7
4877;2022;1;12;5;502;1;2;79;60119;601;7.61;295;27;322;78;43;30;3
4878;2022;1;12;5;502;1;3;60;61200;612;10.20;301;25;327;78;46;31;6
4879;2022;1;12;5;502;1;5;75;58800;588;7.84;293;26;320;82;47;29;6
4880;2022;1;12;5;502;1;6;70;44380;444;6.34;221;20;241;62;35;22;4
4881;2022;1;12;5;506;1;1;80;74880;749;9.36;374;33;407;93;59;37;7
4882;2022;1;12;5;506;1;2;85;64685;647;7.61;318;29;347;84;46;32;3
4883;2022;1;12;5;506;1;5;75;58800;588;7.84;293;26;320;82;47;29;6
4884;2022;1;12;5;506;1;6;81;51354;514;6.34;256;23;279;72;41;26;5
4885;2022;1;12;5;507;1;5;135;105840;1,058;7.84;528;47;575;148;84;53;11
4886;2022;1;12;5;509;1;1;5;5000;50;10.00;25;2;27;6;4;2;1
4887;2022;1;12;5;509;1;2;37;28157;282;7.61;138;13;151;36;20;14;1
4888;2022;1;12;5;509;1;5;40;31360;314;7.84;156;14;170;44;25;16;3
4889;2022;1;12;5;509;1;6;55;34870;349;6.34;174;16;190;49;28;17;3
4890;2022;1;12;5;513;1;1;75;70200;702;9.36;350;31;382;88;56;35;7
4891;2022;1;12;5;513;1;2;90;68490;685;7.61;336;31;367;89;49;34;3
4892;2022;1;12;5;513;1;5;60;47040;470;7.84;235;21;256;66;37;24;5
4893;2022;1;12;5;513;1;6;80;50720;507;6.34;253;23;276;71;40;25;5
4894;2022;1;8;6;608;1;1;12;9600;96;8.00;48;4;52;12;8;5;1
4895;2022;1;8;6;608;1;2;141;97149;971;6.89;477;44;521;126;69;49;5
4896;2022;1;8;6;608;1;5;150;97500;975;6.50;486;43;530;137;77;49;10
4897;2022;1;8;6;609;1;5;10;6500;65;6.50;32;3;35;9;5;3;1
4898;2022;1;8;6;610;1;6;4;2600;26;6.50;13;1;14;4;2;1;0
4899;2022;1;8;6;614;1;6;82;50314;503;6.14;251;22;273;70;40;25;5
4900;2022;1;8;6;614;2;8;75;13865;139;1.85;80;37;118;11;0;4;6
4901;2022;1;9;6;608;1;1;11;8800;88;8.00;44;4;48;11;7;4;1
4902;2022;1;8;6;608;1;2;102;70278;703;6.89;345;32;377;91;50;35;4
4903;2022;1;9;6;608;1;5;112;72800;728;6.50;363;32;396;102;58;36;7
4904;2022;1;9;6;609;1;5;5;3250;33;6.50;16;1;18;5;3;2;0
4905;2022;1;9;6;614;1;6;75;45750;458;6.10;228;20;249;64;36;23;5
4906;2022;1;9;6;614;2;8;72;13945;139;1.94;81;37;118;11;0;4;6
4907;2022;1;10;6;608;1;1;16;12800;128;8.00;64;6;70;16;10;6;1
4908;2022;1;10;6;608;1;2;98;67522;675;6.89;332;30;362;88;48;34;3
4909;2022;1;10;6;608;1;5;102;66300;663;6.50;331;30;360;93;53;33;7
4910;2022;1;10;6;609;1;5;5;3250;33;6.50;16;1;18;5;3;2;0
4911;2022;1;10;6;610;1;6;2;1200;12;6.00;6;1;7;2;1;1;0
4912;2022;1;10;6;614;1;6;82;50722;507;6.19;253;23;276;71;40;25;5
4913;2022;1;10;6;614;2;8;76;15789;158;2.08;92;42;134;12;0;4;7
4914;2022;1;11;6;608;1;1;16;12800;128;8.00;64;6;70;16;10;6;1
4915;2022;1;11;6;608;1;2;96;66144;661;6.89;325;30;355;86;47;33;3
4916;2022;1;11;6;608;1;5;100;65000;650;6.50;324;29;353;91;52;32;7
4917;2022;1;11;6;609;1;5;4;2600;26;6.50;13;1;14;4;2;1;0
4918;2022;1;11;6;610;1;6;1;600;6;6.00;3;0;3;1;0;0;0
4919;2022;1;11;6;614;1;6;79;46914;469;5.94;234;21;255;66;37;23;5
4920;2022;1;11;6;614;2;8;75;16568;166;2.21;96;44;141;13;0;5;7
4921;2022;1;12;6;608;1;1;16;12800;128;8.00;64;6;70;16;10;6;1
4922;2022;1;12;6;608;1;2;99;68211;682;6.89;335;31;366;88;49;34;3
4923;2022;1;12;6;608;1;5;120;78000;780;6.50;389;35;424;109;62;39;8
4924;2022;1;12;6;609;1;5;7;4550;46;6.50;23;2;25;6;4;2;0
4925;2022;1;12;6;609;1;6;1;600;6;6.00;3;0;3;1;0;0;0
4926;2022;1;12;6;614;1;6;98;58325;583;5.95;291;26;317;82;46;29;6
4927;2022;1;12;6;614;2;8;123;30522;305;2.48;177;82;259;24;0;9;14
4928;2022;1;8;7;701;1;1;558;368280;3,683;6.60;1,838;164;2,002;459;292;184;37
4929;2022;1;8;7;704;1;1;45;29700;297;6.60;148;13;161;37;24;15;3
4930;2022;1;8;7;704;2;8;23;2300;23;1.00;13;6;20;2;0;1;1
4931;2022;1;8;7;705;1;1;156;89400;894;5.73;446;40;486;111;71;45;9
4932;2022;1;8;7;707;1;1;60;39600;396;6.60;198;18;215;49;31;20;4
4933;2022;1;8;7;707;2;8;40;2400;24;0.60;14;6;20;2;0;1;1
4934;2022;1;8;7;713;1;1;70;56000;560;8.00;279;25;304;70;44;28;6
4935;2022;1;8;7;713;1;5;70;45500;455;6.50;227;20;247;64;36;23;5
4936;2022;1;8;7;713;2;8;40;2400;24;0.60;14;6;20;2;0;1;1
4937;2022;1;8;7;713;2;9;41;2460;25;0.60;14;7;21;2;0;1;1
4938;2022;1;8;7;719;1;1;164;125296;1,253;7.64;625;56;681;156;99;63;13
4939;2022;1;8;7;719;1;2;10;8000;80;8.00;39;4;43;10;6;4;0
4940;2022;1;9;7;701;1;1;535;353100;3,531;6.60;1,762;157;1,919;440;280;177;35
4941;2022;1;9;7;704;1;1;40;26400;264;6.60;132;12;143;33;21;13;3
4942;2022;1;9;7;704;2;8;37;3700;37;1.00;21;10;31;3;0;1;2
4943;2022;1;9;7;705;1;1;159;92700;927;5.83;463;41;504;116;74;46;9
4944;2022;1;9;7;707;1;1;60;39600;396;6.60;198;18;215;49;31;20;4
4945;2022;1;9;7;707;2;8;40;2400;24;0.60;14;6;20;2;0;1;1
4946;2022;1;9;7;713;1;1;120;96000;960;8.00;479;43;522;120;76;48;10
4947;2022;1;9;7;713;1;5;122;79300;793;6.50;396;35;431;111;63;40;8
4948;2022;1;9;7;713;2;8;50;3000;30;0.60;17;8;25;2;0;1;1
4949;2022;1;9;7;713;2;9;49;11025;110;2.25;64;30;94;9;0;3;5
4950;2022;1;9;7;719;1;1;93;71052;711;7.64;355;32;386;89;56;36;7
4951;2022;1;9;7;719;1;6;79;46215;462;5.85;231;21;251;65;37;23;5
4952;2022;1;10;7;701;1;1;564;372240;3,722;6.60;1,857;166;2,023;464;295;186;37
4953;2022;1;10;7;704;1;1;52;34320;343;6.60;171;15;187;43;27;17;3
4954;2022;1;10;7;704;2;8;37;3700;37;1.00;21;10;31;3;0;1;2
4955;2022;1;10;7;705;1;1;166;97800;978;5.89;488;44;532;122;78;49;10
4956;2022;1;10;7;707;1;1;60;39600;396;6.60;198;18;215;49;31;20;4
4957;2022;1;10;7;707;2;8;40;2400;24;0.60;14;6;20;2;0;1;1
4958;2022;1;10;7;713;1;1;72;57600;576;8.00;287;26;313;72;46;29;6
4959;2022;1;10;7;713;1;5;72;46800;468;6.50;234;21;254;66;37;23;5
4960;2022;1;10;7;713;2;8;39;2340;23;0.60;14;6;20;2;0;1;1
4961;2022;1;10;7;713;2;9;40;2400;24;0.60;14;6;20;2;0;1;1
4962;2022;1;10;7;719;1;1;77;58828;588;7.64;294;26;320;73;47;29;6
4963;2022;1;10;7;719;1;6;41;23985;240;5.85;120;11;130;34;19;12;2
4964;2022;1;11;7;701;1;1;552;364320;3,643;6.60;1,818;162;1,980;454;289;182;36
4965;2022;1;11;7;704;1;1;31;20460;205;6.60;102;9;111;26;16;10;2
4966;2022;1;11;7;719;2;8;29;2900;29;1.00;17;8;25;2;0;1;1
4967;2022;1;11;7;705;1;1;183;107100;1,071;5.85;534;48;582;134;85;54;11
4968;2022;1;11;7;707;1;1;60;39600;396;6.60;198;18;215;49;31;20;4
4969;2022;1;11;7;707;2;8;40;2400;24;0.60;14;6;20;2;0;1;1
4970;2022;1;11;7;713;1;1;68;54400;544;8.00;271;24;296;68;43;27;5
4971;2022;1;11;7;713;1;5;68;44200;442;6.50;221;20;240;62;35;22;4
4972;2022;1;11;7;713;2;8;43;2580;26;0.60;15;7;22;2;0;1;1
4973;2022;1;11;7;713;2;9;43;2580;26;0.60;15;7;22;2;0;1;1
4974;2022;1;11;7;719;1;1;82;62648;626;7.64;313;28;341;78;50;31;6
4975;2022;1;11;7;719;1;6;108;63180;632;5.85;315;28;343;88;50;32;6
4976;2022;1;12;7;701;1;1;635;419100;4,191;6.60;2,091;187;2,278;523;333;210;42
4977;2022;1;12;7;704;1;1;30;19800;198;6.60;99;9;108;25;16;10;2
4978;2022;1;12;7;704;2;8;28;2800;28;1.00;16;7;24;2;0;1;1
4979;2022;1;12;7;705;1;1;164;95200;952;5.80;475;42;517;119;76;48;10
4980;2022;1;12;7;707;1;1;60;39600;396;6.60;198;18;215;49;31;20;4
4981;2022;1;12;7;707;2;8;40;2400;24;0.60;14;6;20;2;0;1;1
4982;2022;1;12;7;713;1;1;77;61600;616;8.00;307;27;335;77;49;31;6
4983;2022;1;12;7;713;1;5;78;50700;507;6.50;253;23;276;71;40;25;5
4984;2022;1;12;7;707;2;8;45;2700;27;0.60;16;7;23;2;0;1;1
4985;2022;1;12;7;707;2;9;45;2700;27;0.60;16;7;23;2;0;1;1
4986;2022;1;12;7;719;1;1;91;69524;695;7.64;347;31;378;87;55;35;7
4987;2022;1;12;7;719;1;6;130;76050;761;5.85;379;34;413;106;60;38;8
4988;2022;1;8;8;802;1;1;50;33000;330;6.60;165;15;179;41;26;16;3
4989;2022;1;8;8;802;1;2;50;31450;315;6.29;154;14;169;41;22;16;2
4990;2022;1;8;8;806;1;1;15;9900;99;6.60;49;4;54;12;8;5;1
4991;2022;1;8;8;806;1;2;13;6500;65;5.00;32;3;35;8;5;3;0
4992;2022;1;8;8;806;1;3;10;6950;70;6.95;34;3;37;9;5;3;1
4993;2022;1;8;8;806;1;4;9;2997;30;3.33;16;2;18;3;2;1;0
4994;2022;1;8;8;806;1;5;7;3500;35;5.00;17;2;19;5;3;2;0
4995;2022;1;8;8;806;2;8;17;1020;10;0.60;6;3;9;1;0;0;0
4996;2022;1;8;8;806;2;9;18;1080;11;0.60;6;3;9;1;0;0;0
4997;2022;1;8;8;806;3;8;5;300;3;0.60;1.79;0.21;2.00;0.36;0.38;0.06;0.06
4998;2022;1;8;8;806;3;9;6;350;4;0.58;2.08;0.25;2.33;0.42;0.44;0.07;0.07
4999;2022;1;8;8;807;1;1;8;5600;56;7.00;28;2;30;7;4;3;1
5000;2022;1;8;8;807;1;3;8;5200;52;6.50;26;2;28;7;4;3;1
5001;2022;1;8;8;807;2;8;5;375;4;0.75;2;1;3;0;0;0;0
5002;2022;1;8;8;807;2;9;4;260;3;0.65;2;1;2;0;0;0;0
5003;2022;1;8;8;807;3;8;2;100;1;0.50;0.60;0.07;0.67;0.12;0.13;0.02;0.02
5004;2022;1;8;8;807;3;9;2;80;1;0.40;0.48;0.06;0.53;0.10;0.10;0.02;0.02
5005;2022;1;9;8;801;1;1;3;1980;20;6.60;10;1;11;2;2;1;0
5006;2022;1;9;8;801;1;2;32;20128;201;6.29;99;9;108;26;14;10;1
5007;2022;1;9;8;801;1;5;2;1258;13;6.29;6;1;7;2;1;1;0
5008;2022;1;9;8;801;2;8;65;6500;65;1.00;38;17;55;5;0;2;3
5009;2022;1;9;8;801;2;9;50;4500;45;0.90;26;12;38;4;0;1;2
5010;2022;1;9;8;802;1;1;50;33000;330;6.60;165;15;179;41;26;16;3
5011;2022;1;9;8;802;1;2;50;31450;315;6.29;154;14;169;41;22;16;2
5012;2022;1;9;8;803;1;1;200;132000;1,320;6.60;659;59;717;165;105;66;13
5013;2022;1;9;8;805;1;1;15;9900;99;6.60;49;4;54;12;8;5;1
5014;2022;1;9;8;805;1;2;37;18500;185;5.00;91;8;99;24;13;9;1
5015;2022;1;9;8;805;1;5;7;3766;38;5.38;19;2;20;5;3;2;0
5016;2022;1;9;8;805;2;8;88;5280;53;0.60;31;14;45;4;0;1;2
5017;2022;1;9;8;805;2;9;75;4500;45;0.60;26;12;38;4;0;1;2
5018;2022;1;9;8;806;1;1;17;11220;112;6.60;56;5;61;14;9;6;1
5019;2022;1;9;8;806;1;2;14;7000;70;5.00;34;3;38;9;5;4;0
5020;2022;1;9;8;806;1;3;10;6950;70;6.95;34;3;37;9;5;3;1
5021;2022;1;9;8;806;1;4;9;2997;30;3.33;16;2;18;3;2;1;0
5022;2022;1;9;8;806;2;8;16;960;10;0.60;6;3;8;1;0;0;0
5023;2022;1;9;8;806;2;9;18;1080;11;0.60;6;3;9;1;0;0;0
